"cleanedTweets","tweet","timestamp","Date","score","sentiment"
"only","@Voonik 391 only...",2017-08-23 07:06:19,2017-08-23,0,"neutral"
"ans th august","@Voonik Ans. 25th August, 2017 #vooniktv @Dhyani1811",2017-08-23 07:03:06,2017-08-23,0,"neutral"
"awaiting results","@Voonik Awaiting results #vooniktv @Voonik !!",2017-08-23 06:54:52,2017-08-23,0,"neutral"
"big fashion sale upto off on women s designer saree s sale at voonik","Big Fashion Sale – Upto 70% off on Women’s Designer Saree’s – Sale at Voonik ! https://t.co/9aiTBZncPD",2017-08-23 06:39:58,2017-08-23,0,"neutral"
"ans th august 
 
join","@Voonik Ans ) 25th August, 2017 
#vooniktv #Contestalert
Join
@naresh_geeta 
@rajivtonk9 
@ranikrishna_ 
@gianchand_gc",2017-08-23 05:46:09,2017-08-23,0,"neutral"
"wish to win team","@Voonik Wish to win team",2017-08-22 15:44:07,2017-08-22,1,"positive"
"i have already subscribed for voonik primo","@Voonik I have already subscribed for voonik primo",2017-08-22 13:28:29,2017-08-22,0,"neutral"
"there were sale in voonik from th to th august i ve ordered some","There were sale in voonik from 11th to 15th august 17.i ve ordered some… https://t.co/Zi2kXkQ6wC #JagoGrahakJago",2017-08-22 12:42:15,2017-08-22,0,"neutral"
"ans 
pink silk solid saree 
brand kala laya
original price rs 
offer price rs","@Voonik Ans.... 772.
Pink Silk Solid Saree 
Brand - Kala Laya
Original price - Rs. 2499
OFFER price - Rs. 772 
#GrandVoonikSale",2017-08-22 12:20:45,2017-08-22,1,"positive"
"i am primo member still being charged delivery for id r 
need refund for the extra charges paid right away","@Voonik I am primo member still being charged delivery for ID:R9172856551. 
Need refund for the extra charges paid right away.",2017-08-22 12:13:47,2017-08-22,2,"positive"
"voonik aims at doubling revenues this year fashion etailer voonik s revenues are split","Voonik aims at doubling revenues this year: Fashion etailer Voonik’s revenues are split… https://t.co/7BfDCCbHG0",2017-08-22 12:04:10,2017-08-22,-1,"negative"
"there were sale in voonik from th to th august i ve ordered some products by giving","There were sale in voonik from 11th to 15th august 17.i ve ordered some products by giving… https://t.co/fIOh5ZgDay",2017-08-22 12:02:13,2017-08-22,0,"neutral"
"kindly let me know how many time required for deliver the product","@Voonik Kindly let me know how many time required for deliver the product",2017-08-22 11:34:08,2017-08-22,1,"positive"
"i am very disappointed to voonik bcz i have oder on aug and today i have received message ur oder has been delayed","@Voonik I am very disappointed to Voonik bcz I have oder on 19 Aug and today i have received message ur oder has been delayed.",2017-08-22 11:33:14,2017-08-22,-2,"negative"
"twinkling tuesday upto off on artificial jewellery sale at voonik","Twinkling Tuesday – Upto 75% off on Artificial Jewellery – Sale at Voonik ! https://t.co/IfqqsTu1Sk",2017-08-22 06:24:26,2017-08-22,0,"neutral"
"new arrivals upto extra off on women s casual saree s sale at voonik","New Arrivals – Upto 60% + 20% Extra off on Women’s Casual Saree’s – Sale at Voonik ! https://t.co/2pQBKYMrDK",2017-08-22 05:07:55,2017-08-21,0,"neutral"
"voonik ceo sujayath ali on reaching out to shoppers who look for affordability free press journal","Voonik CEO Sujayath Ali on reaching out to shoppers who look for 'affordability' - Free Press Journal… https://t.co/cq63KbzW5n",2017-08-22 05:00:05,2017-08-21,1,"positive"
"ceo sujayath ali on reaching out to shoppers who look for affordability","#Voonik CEO Sujayath Ali on reaching out to shoppers who look for ‘affordability’
https://t.co/ZmajlZRcW1 https://t.co/GHAZXXxtxI",2017-08-22 04:25:33,2017-08-21,0,"neutral"
"release date is th august","@Voonik Release date is 25th August, 2017

#AGentleman #vooniktv #contestalert",2017-08-22 03:25:57,2017-08-21,0,"neutral"
"ans it s releasing on th august","@Voonik Ans) It's releasing on 25th August, 2017

#AGentleman #vooniktv #ContestAlert https://t.co/VDWI0tPJLc",2017-08-22 03:22:06,2017-08-21,0,"neutral"
"th of august k","@Voonik 25th of August,2k17. #vooniktv #ContestAlert",2017-08-22 03:03:54,2017-08-21,0,"neutral"
"the film is releasing on th august","@Voonik The film is releasing on 25th August, 2017 #vooniktv #contest 

@AshokHegde20 
@md12nov
@7thNovember 
@nallurimeher 
@PinkyDholakia",2017-08-21 18:59:13,2017-08-21,0,"neutral"
"th august i e this friday","@Voonik 25th August i.e This Friday #Vooniktv",2017-08-21 15:28:17,2017-08-21,0,"neutral"
"super sale flat off on apparels accessories amp footwear for men s sale at mr voonik","Super Sale – Flat 70% off on Apparels, Accessories &amp; Footwear for Men’s – Sale at Mr Voonik… https://t.co/TmbMCdsRmG",2017-08-21 11:35:13,2017-08-21,1,"positive"
"super sale flat off on apparels accessories amp footwear for men s sale at mr","Super Sale – Flat 70% off on Apparels, Accessories &amp; Footwear for Men’s – Sale at Mr… https://t.co/Jt1T9txdSs https://t.co/uH2XytQiCn",2017-08-21 11:35:02,2017-08-21,1,"positive"
"case study voonik online fashion place for women","Case Study: Voonik: Online Fashion Place for Women https://t.co/Fz8KTuzvZZ https://t.co/ZLKofzF76N",2017-08-21 11:25:07,2017-08-21,0,"neutral"
"crazy denim sale upto off on men s jeans sale at mr voonik","Crazy Denim Sale – Upto 70% off on Men’s Jeans – Sale at Mr Voonik ! https://t.co/dDtp1m4UXT",2017-08-21 11:02:43,2017-08-21,-1,"negative"
"voonik flat off on buy now gt gt gt","Voonik: Flat 50% OFF on #Footwear, Buy Now &gt;&gt;&gt; https://t.co/Hh6fOyRXiD https://t.co/sc14tiekGr",2017-08-21 10:31:33,2017-08-21,0,"neutral"
"a th august","@Voonik     A3) 25th August, 2017    #vooniktv",2017-08-21 09:36:45,2017-08-21,0,"neutral"
"a gaurav and rishi","@Voonik 1A    Gaurav and Rishi   #AGentleman #VoonikTV",2017-08-21 09:36:17,2017-08-21,0,"neutral"
"th august is release date 
 guys join","@Voonik 25th August,2017 is release date.
#AGentleman #vooniktv #contestalert Guys join @aditi1231 @Vimalnagar… https://t.co/uTNQsiwmhL",2017-08-21 09:15:24,2017-08-21,0,"neutral"
"ans th august 

join here friends","@Voonik #BoonikTV

Ans. 25th August, 2017

Join here friends
@Reena_Rana2015 
@AnantSeema 
@seemahasan 
@Monikabhatia23 
@ramyavellanki",2017-08-21 08:38:06,2017-08-21,0,"neutral"
"ans th aug 
 
join","@Voonik Ans ...25 th Aug 2017
#Vooniktv
Join @Richa22525021 
@AnujSharmaChamp",2017-08-21 08:28:52,2017-08-21,0,"neutral"
"a kavya 

 

join","@Voonik A2) Kavya 

#AGentleman #ContestAlert

Join

@RITUDESWAL @TriptiAnand5 
@SARIKAY73 @sugandhadixit85 @emoruhie",2017-08-21 06:31:44,2017-08-21,0,"neutral"
"th august 

 
join","@Voonik 25th August, 2017 

#vooniktv #contest
Join 
@I_Just_Perfect1 
@sukritigunu @VHetal 
@jayshreemehta83 
@renuabedin",2017-08-21 06:08:49,2017-08-21,0,"neutral"
"ans august","@Voonik Ans.  25 August 2017 #Voonikktv",2017-08-21 05:27:21,2017-08-20,0,"neutral"
"original price rs 
offer price rs","@Voonik Original price - Rs. 2499
OFFER price - Rs. 772 
#GrandVoonikSale",2017-08-21 05:21:42,2017-08-20,0,"neutral"
"exciting offer upto off on women s exclusive accessories sale at voonik","Exciting Offer – Upto 70% off on Women’s Exclusive Accessories – Sale at Voonik ! https://t.co/Pbh8UBmOGQ",2017-08-21 04:56:36,2017-08-20,1,"positive"
"fashion sale upto off on women s western wear sale at voonik","Fashion Sale – Upto 50% off on Women’s Western Wear – Sale at Voonik ! https://t.co/KNY2imzWBu",2017-08-21 04:39:34,2017-08-20,0,"neutral"
"th august 
 
join","@Voonik 25th August, 2017
#AGentleman #vooniktv #contestalert 
Join 
@AnitaYa05853817 @aedison @sd12dec… https://t.co/UuJbmbjRWw",2017-08-21 04:34:46,2017-08-20,0,"neutral"
"th august 
join","@Voonik 25th August, 2017 #vooniktv 
Join @Ramprasad43 @riyushah5 @rehanak55 @Aritri_007 @anilachari5353 @rehanak55",2017-08-21 04:31:49,2017-08-20,0,"neutral"
"the film is releasing on th august 
win couple movie tickets","@Voonik The film is releasing on 25th August, 2017 #vooniktv #contest 
Win couple movie tickets
@rohit_se… https://t.co/VZQzMZDnqW",2017-08-21 04:30:02,2017-08-20,1,"positive"
"the august","@Voonik 25 the August 2017
#VoonikTV 
#ContestAlert",2017-08-21 04:20:30,2017-08-20,0,"neutral"
"follow amp win","follow @Voonik &amp; win #AGentleman #ContestAlert #VoonikTV @Ramana92914201 @NandigamSantosh @chinnanaik @VHetal",2017-08-21 03:49:45,2017-08-20,1,"positive"
"pink silk solid saree for rs after discount","@Voonik Pink Silk Solid Saree for Rs. 772  after discount #GrandVoonikSale",2017-08-21 02:18:21,2017-08-20,1,"positive"
"so awesome","@GetContests @RoshniM79 @Voonik So Awesome !!",2017-08-21 01:27:37,2017-08-20,1,"positive"
"ans th aug","@Voonik Ans .. 25th Aug 2017 
#Vooniktv
@Chanchal333 
@Pritigupta13031",2017-08-20 20:34:00,2017-08-20,0,"neutral"
"aug 
 st day st show and give me ticket","@Voonik @Subhangi_Das 25 aug 2017
1st day 1st show and give me ticket",2017-08-20 19:54:20,2017-08-20,0,"neutral"
"i want ticket","@Voonik @Subhangi_Das I want ticket",2017-08-20 19:51:32,2017-08-20,0,"neutral"
"th aug 
give me ticket","@Voonik @Subhangi_Das 25th Aug 2017
Give me 2 ticket",2017-08-20 19:50:55,2017-08-20,0,"neutral"
"ans movie release date is th august i to fingers crossed","@Voonik #Vooniktv @Voonik Ans- Movie release date is 25th August 2017... I #Wish to #WIN.. fingers crossed...",2017-08-20 19:35:21,2017-08-20,1,"positive"
"th august is the big day","@Voonik 25th August, 2017 is the big day
#AGentleman #vooniktv #contestalert https://t.co/9ostPrxCcA",2017-08-20 19:32:42,2017-08-20,0,"neutral"
"it s th august","@Voonik It's 25th august 2017!!!! 
#AGentleman #AGentlemanSundarSusheelRisky #vooniktv",2017-08-20 18:46:22,2017-08-20,0,"neutral"
"august mark the date","@Voonik 25 August 2017 mark the date",2017-08-20 18:46:14,2017-08-20,0,"neutral"
"answer th august ⏰⏰⏰⏰","@Voonik Answer- 25th August, 2017 ⏰⏰⏰⏰
 #vooniktv https://t.co/33k5uaBftT",2017-08-20 18:42:05,2017-08-20,0,"neutral"
"answer th august ⏰","@Voonik Answer- 25th August, 2017 ⏰
 #vooniktv https://t.co/33k5uaBftT",2017-08-20 18:41:53,2017-08-20,0,"neutral"
"answer th august ⏰⏰","@Voonik Answer- 25th August, 2017 ⏰⏰
 #vooniktv https://t.co/33k5uaBftT",2017-08-20 18:41:22,2017-08-20,0,"neutral"
"answer th august","@Voonik Answer- 25th August, 2017 #vooniktv https://t.co/33k5uaBftT",2017-08-20 18:39:51,2017-08-20,0,"neutral"
"its th august","@Voonik Its 25th August, 2017.
#VoonikTv",2017-08-20 18:14:36,2017-08-20,0,"neutral"
"th aug","@Voonik 25th Aug 2017 #vooniktv #AGentleman",2017-08-20 18:09:41,2017-08-20,0,"neutral"
"th august 
 release date of a gentleman","@Voonik 25th august 2017
#Contestalert -release date of A GENTLEMAN
 #vooniktv https://t.co/PsixLQT2xD @ameeta3",2017-08-20 18:01:56,2017-08-20,0,"neutral"
"ans th august ️ a gentleman ️","@Voonik Ans) 25th august 2017 ❤️ A GENTLEMAN ❤️
 #vooniktv",2017-08-20 17:49:44,2017-08-20,0,"neutral"
"ans siddharth malhotra is playing double role gaurav and rishi","@Voonik Ans: Siddharth Malhotra is Playing Double Role - Gaurav and Rishi   

#AGentleman #VoonikTV",2017-08-20 17:49:39,2017-08-20,0,"neutral"
"th aug 
too much excited to watch this movie","@Voonik 25th Aug,2017
Too much excited to watch this movie
#vooniktv",2017-08-20 17:46:54,2017-08-20,1,"positive"
"please announce the winner of this contest 
i invited maximum friends approximately friends","@Voonik Please announce the winner of this contest. 
I invited maximum friends, approximately 120-130 Friends.",2017-08-20 17:45:46,2017-08-20,1,"positive"
"the release date of a gentleman movie is august th 
can t wait for the movie","@Voonik #Contestalert -The release date of A GENTLEMAN movie is August 25th, 2017 !! #vooniktv 
Can't wait for the movie !!",2017-08-20 17:44:09,2017-08-20,-1,"negative"
"ans th august ️","@Voonik Ans.) 25th August, 2017 ❤️ #vooniktv @Voonik",2017-08-20 17:42:36,2017-08-20,0,"neutral"
"ans th august 
join","@Voonik Ans. 25th August, 2017 #vooniktv
Join @auk_sanejourno @SanaTokre @anshumanjohriAJ @appie_appz… https://t.co/8BJ7Q9gCPN",2017-08-20 17:41:31,2017-08-20,0,"neutral"
"th august 
 
 a gentleman","@Voonik 25th august 2017
#Contestalert 
 A GENTLEMAN
 #vooniktv https://t.co/99pHkmpEuC",2017-08-20 17:38:40,2017-08-20,0,"neutral"
"ans a gentalman release date is aug","@Voonik Ans: ""A GENTALMAN"" Release Date is 25 Aug 2017

#Voonik #ContestAlert 

@MohsinS44911176 
@Sozeen_Shaikh… https://t.co/7kFlFMpDYR",2017-08-20 17:19:54,2017-08-20,0,"neutral"
"ans a gentleman release date is aug","@Voonik Ans: A Gentleman Release Date is 25 Aug 2017

#Voonik #Contest https://t.co/QHdDki3yuW",2017-08-20 17:17:34,2017-08-20,0,"neutral"
