"cleanedTweets","tweet","timestamp","Date","score","sentiment"
"get all ur shopping done as it is today","Get all ur shopping done as it is #MyntraSaleFinale today @myntra #myntrasalefinale",2017-08-27 16:46:42,2017-08-27,0,"neutral"
"i have shopped so many sportswear from it was just brilliant","I have shopped so many sportswear from @myntra It was just brilliant. #MyntraSaleFinale",2017-08-27 16:46:13,2017-08-27,1,"positive"
"can t afford miss to shop from the myntra sale awesome discounts amp offers on last day","Can't afford miss to shop from the myntra sale. Awesome discounts &amp; offers on last day #MyntraSaleFinale",2017-08-27 16:46:12,2017-08-27,1,"positive"
"if you are lucky person then you should have participated in myntra sale","If you are lucky person then you should have participated in myntra sale #MyntraSaleFinale",2017-08-27 16:46:11,2017-08-27,1,"positive"
"time to buy your sportswear brand from as its last hours of hours of daylight of the sale","Time to buy your sportswear brand from @myntra as its last hours of hours of daylight of the sale #MyntraSaleFinale",2017-08-27 16:45:29,2017-08-27,0,"neutral"
"be the first and best one to grab the myntra festive discount sale","#MyntraSaleFinale be the first and best one to grab the myntra festive discount sale",2017-08-27 16:45:20,2017-08-27,2,"positive"
"shop now or regret later for it s the last day of myntra big sports fest","Shop now or regret later for it's the last day of Myntra Big Sports Fest! #MyntraSaleFinale",2017-08-27 16:45:16,2017-08-27,-1,"negative"
"now get minimum off on worlds largest sport shoes manufacturers","Now get minimum 50% off on worlds largest sport shoes manufacturers #MyntraSaleFinale @myntra https://t.co/qL6u9AfPPZ",2017-08-27 16:45:08,2017-08-27,0,"neutral"
"want to wear sports dress then shop at myntra at discount rates","Want to wear sports dress then shop at myntra at discount rates #MyntraSaleFinale",2017-08-27 16:44:29,2017-08-27,0,"neutral"
"head to myntra sale amp get discounts amp offers on last day","Head to myntra sale &amp; get discounts &amp; offers on last day #MyntraSaleFinale",2017-08-27 16:44:14,2017-08-27,0,"neutral"
"big discounts on your brands check now on myntra","Big discounts on your brands check now. #MyntraSaleFinale on myntra",2017-08-27 16:44:01,2017-08-27,0,"neutral"
"its time to avail some great offers because it s today","Its time to avail some great offers because it's #MyntraSaleFinale today. @myntra",2017-08-27 16:43:32,2017-08-27,1,"positive"
"sportswear discount sale ends today
its last day to shop amp save","Sportswear Discount Sale Ends today
Its Last day to shop &amp; save
#MyntraSaleFinale @myntra",2017-08-27 16:43:18,2017-08-27,0,"neutral"
"don t miss your chance to shop at myntra big sports fest amp get a whopping off","Don't miss your chance to shop at Myntra Big Sports Fest &amp; get a whopping 40-70% off! #MyntraSaleFinale",2017-08-27 16:43:07,2017-08-27,-1,"negative"
"most exciting deals on lots of sports equipment brands start your shopping now on myntra","Most exciting Deals on lots of sports equipment brands. Start your shopping now on myntra. #MyntraSaleFinale'",2017-08-27 16:42:59,2017-08-27,1,"positive"
"my favorite brands are now with irreristible offers on myntra its last day of myntra sale","#MyntraSaleFinale
My  favorite brands are now with irreristible offers on Myntra its last day of myntra sale",2017-08-27 16:42:30,2017-08-27,1,"positive"
"all the top brands comes with stunning offers from myntra time is running out guys","#MyntraSaleFinale All the top brands comes with stunning offers from Myntra. Time is running out guys.",2017-08-27 16:41:55,2017-08-27,2,"positive"
"guys today s the last day of the myntra sale 
time to shop guys","Guys today's the last day of the myntra sale.
Time to shop guys #MyntraSaleFinale https://t.co/uq9zktcHAX",2017-08-27 16:41:29,2017-08-27,0,"neutral"
"just few hours left for the myntra big sports fest start shopping now or regret later","Just few hours left for the Myntra Big Sports Fest, start shopping now or regret later! #MyntraSaleFinale",2017-08-27 16:41:26,2017-08-27,-1,"negative"
"guys its final day of the don t miss it","Guys its final day of the  #MyntraSaleFinale don't miss it. @myntra https://t.co/33SOy24C4S",2017-08-27 16:41:24,2017-08-27,-1,"negative"
"no doubt totally loved the offers in the for sure","@priyanka_dear @myntra No doubt totally loved the offers in the #MyntraSaleFinale for sure.",2017-08-27 16:41:24,2017-08-27,0,"neutral"
"best deals at never before prices by are here check","Best deals at never before prices by @myntra are here. Check #MyntraSaleFinale",2017-08-27 16:41:15,2017-08-27,1,"positive"
"more
 this festive season couldn t get any better it s the last day of the go and shop now","More
 This festive season couldn't get any better ... it's the last day of the  #MyntraSaleFinale ... go and shop now @myntra",2017-08-27 16:41:02,2017-08-27,2,"positive"
"true can t miss the single offer in the","@priyanka_dear True can't miss the single offer in the #MyntraSaleFinale . @myntra https://t.co/e3JW6X9pgr",2017-08-27 16:40:55,2017-08-27,-1,"negative"
"energizing will be finishing soon this evening sportswear now on different discount hurry","Energizing #MyntraSaleFinale will be finishing soon this evening! sportswear now on different discount, Hurry. @myntra",2017-08-27 16:40:38,2017-08-27,0,"neutral"
"guys check out the app for amazing deals its last day of","Guys check out the @myntra app for amazing deals its last day of #MyntraSaleFinale https://t.co/9jH6UyAbLe",2017-08-27 16:40:32,2017-08-27,1,"positive"
"what an mind blowing offer in so don t miss it","What an mind blowing offer in  #MyntraSaleFinale so don't miss it .  @myntra  https://t.co/SgaLo01q2s",2017-08-27 16:40:10,2017-08-27,-1,"negative"
"lots of my favourite brands are there on myntra offering such amazing deals loving it","Lots of my favourite brands are there on myntra offering such amazing deals. Loving it. #MyntraSaleFinale @myntra",2017-08-27 16:40:10,2017-08-27,2,"positive"
"don t miss this fantastic chance to get discounts amp offers on last day","#MyntraSaleFinale Don't miss this fantastic chance to get discounts &amp; offers on last day. @myntra https://t.co/IGIqAvyOog",2017-08-27 16:40:08,2017-08-27,0,"neutral"
"shop from the myntra sale awesome discounts amp offers on last day","shop from the myntra sale. Awesome discounts &amp; offers on last day #MyntraSaleFinale.",2017-08-27 16:40:05,2017-08-27,1,"positive"
"if you haven t shopped from myntra sale then you should coz it s the last date","#MyntraSaleFinale If you haven't shopped from Myntra sale then you should coz it's the last date. @myntra",2017-08-27 16:40:04,2017-08-27,0,"neutral"
"make the most of i am loving it 
what about you","Make the most of #MyntraSaleFinale ... I am loving it...
What about you @saraf_silky ?
@myntra",2017-08-27 16:39:52,2017-08-27,1,"positive"
"amazing discount on sportswear how cool is that head to gym in style","Amazing discount on sportswear.. How cool is that?? Head to gym in style.. #MyntraSaleFinale
@myntra",2017-08-27 16:39:47,2017-08-27,2,"positive"
"off on big brands 
it s now or never 
visit app amp grab the best deals","60-80% off on big brands...
It's now or never.. #MyntraSaleFinale
Visit @myntra app &amp; grab the best deals.",2017-08-27 16:39:47,2017-08-27,1,"positive"
"guy s make your day memorable by shop in","Guy's make your day memorable by shop in  #MyntraSaleFinale  @myntra  https://t.co/SgaLo01q2s",2017-08-27 16:39:37,2017-08-27,1,"positive"
"dont miss shopping today
start shopping ur sportswear","Dont Miss Shopping Today
Start Shopping Ur Sportswear #MyntraSaleFinale @myntra",2017-08-27 16:39:29,2017-08-27,-1,"negative"
"no doubts it s amazing sale like never before here","#MyntraSaleFinale No doubts it's amazing sale like never before here @myntra",2017-08-27 16:39:17,2017-08-27,1,"positive"
"will be finishing soon this evening sportswear now on different discount hurry","#MyntraSaleFinale will be finishing soon this evening! sportswear now on different discount, Hurry. @myntra.",2017-08-27 16:38:46,2017-08-27,0,"neutral"
"tweeps you can t afford to miss the","Tweeps you can't afford to miss the #MyntraSaleFinale @myntra  https://t.co/SgaLo01q2s",2017-08-27 16:38:43,2017-08-27,0,"neutral"
"is here all the sportswear is at huge discounts","@myntra #MyntraSaleFinale is here. All the sportswear is at huge discounts.",2017-08-27 16:38:18,2017-08-27,0,"neutral"
"do not miss it just few hours left for the myntra start shopping now or regret later","Do not miss it, Just few hours left for the Myntra, start shopping now or regret later!! #MyntraSaleFinale https://t.co/o5ICyMO8jP",2017-08-27 16:38:16,2017-08-27,-2,"negative"
"it s 
blockbuster deal on best brands 
you don t wanna miss this","It's #MyntraSaleFinale
Blockbuster deal on best brands..
You don't wanna miss this @Dhyani1811 
@myntra",2017-08-27 16:38:08,2017-08-27,0,"neutral"
"dont miss this amazing chance to shop at myntra big sports fest amp get a whopping off","Dont miss this amazing chance to shop at Myntra Big Sports Fest &amp; get a whopping 40-70% off! #MyntraSaleFinale",2017-08-27 16:38:05,2017-08-27,0,"neutral"
"biggest fashion destination online","Biggest fashion destination online #MyntraSaleFinale @myntra",2017-08-27 16:37:56,2017-08-27,0,"neutral"
"i am super duper happy shopping on 
head to myntra app and shop now","I am super duper happy shopping on @myntra . #MyntraSaleFinale
Head to myntra app and shop now @1985luckygal",2017-08-27 16:37:50,2017-08-27,2,"positive"
"it s time to check your favorite sports brand at and grab at best price ever","It's time to Check your favorite sports brand at @myntra and grab at best price ever. #MyntraSaleFinale",2017-08-27 16:37:44,2017-08-27,2,"positive"
"you won t be finding better deals amp offers than at the myntra big sports fest get shopping now","You won't be finding better deals &amp; offers than at the Myntra Big Sports Fest, get shopping now! #MyntraSaleFinale",2017-08-27 16:37:35,2017-08-27,1,"positive"
"today is the last day of the grand sports sale on myntra","Today is the last day of the grand sports sale on Myntra. #MyntraSaleFinale",2017-08-27 16:37:27,2017-08-27,1,"positive"
"the sale gonna be ending soon head to app now shop like crazy now","The sale gonna be ending soon.. Head to @myntra app now. Shop like crazy now.
#MyntraSaleFinale",2017-08-27 16:37:09,2017-08-27,0,"neutral"
"hey guys the sale will end soon head to app now shop like crazy","Hey guys The sale will end soon.. Head to @myntra app now. Shop like crazy #MyntraSaleFinale",2017-08-27 16:36:55,2017-08-27,0,"neutral"
"tweeps time to get some bags for myself as its","Tweeps time to get some bags for myself as its #MyntraSaleFinale
@myntra.",2017-08-27 16:36:39,2017-08-27,0,"neutral"
"tried today awesome exp hope to use it soon on","Tried @getsimpl today.Awesome exp.Hope to use it soon on @myntra  #KeepItSimpl",2017-08-27 16:35:47,2017-08-27,0,"neutral"
"everyone loving this sports sale on myntra buy till you drop","#MyntraSaleFinale

Everyone loving this sports sale on Myntra. Buy till you drop https://t.co/FHnOSFesqa",2017-08-27 16:35:24,2017-08-27,1,"positive"
"check your favorite sports brand at and grab at best price ever","Check your favorite sports brand at @myntra and grab at best price ever. #MyntraSaleFinale",2017-08-27 16:35:05,2017-08-27,2,"positive"
"no answer yet more than hours now where should i contact now give a good service to your customers","@myntra No answer yet more than 24 hours now where should I contact now? Give a good service to your customers",2017-08-27 16:34:09,2017-08-27,1,"positive"
"hot hotter amp the hottest sale is ending tonight myntra buy now","#MyntraSaleFinale

Hot, hotter &amp; the hottest sale is ending tonight @ Myntra. Buy now https://t.co/cTQthqIseq",2017-08-27 16:33:55,2017-08-27,1,"positive"
"big discount on big brands","Big discount on big brands #MyntraSaleFinale @myntra",2017-08-27 16:33:15,2017-08-27,0,"neutral"
"all best fashion brand on sale","All best fashion brand on sale #MyntraSaleFinale @myntra",2017-08-27 16:32:48,2017-08-27,1,"positive"
"don t miss to shop from the myntra sale awesome discounts amp offers on last day","#MyntraSaleFinale don't miss to shop from the myntra sale. Awesome discounts &amp; offers on last day #MyntraSaleFinale https://t.co/1fqrweHNYU",2017-08-27 16:32:36,2017-08-27,0,"neutral"
"biggest fashion sale is on","Biggest fashion sale is on #MyntraSaleFinale @myntra",2017-08-27 16:32:21,2017-08-27,0,"neutral"
"get upto off in sports accessories at and the last day is here and last hours to go so hurr","Get upto 70% off in Sports accessories at #MyntraSaleFinale and the last day is here and last 2 hours to go so hurr… https://t.co/rvMGdxq5IC",2017-08-27 16:32:16,2017-08-27,0,"neutral"
"tweeps if you miss yet so grab this sale now","Tweeps if you miss yet so grab this sale now  #MyntraSaleFinale @myntra  https://t.co/SgaLo01q2s",2017-08-27 16:31:19,2017-08-27,-1,"negative"
"avail some stunning discounts on your favourite brands at this myntra sale","Avail some stunning discounts on your favourite brands at this Myntra sale #MyntraSaleFinale",2017-08-27 16:30:27,2017-08-27,1,"positive"
"grab the best offers before it s gone it s now or never","Grab the best offers before it's gone... It's now or never.
#MyntraSaleFinale
@myntra",2017-08-27 16:30:16,2017-08-27,1,"positive"
"hey guys its 
don t miss this awesome sale on","Hey guys its #MyntraSaleFinale
Don't miss this awesome sale on @myntra",2017-08-27 16:29:52,2017-08-27,0,"neutral"
"after checking the deals myntra u will just say wooowww","#MyntraSaleFinale After checking the deals myntra u will just say WOOOWWW!!",2017-08-27 16:28:57,2017-08-27,0,"neutral"
"protect yourself from rush and pollution n check at ur home to get the best deals myntra","Protect yourself from rush and pollution n check #MyntraSaleFinale at ur home to get the best deals myntra",2017-08-27 16:28:50,2017-08-27,2,"positive"
"yes off on american tourister not to be missed buddies","Yes, 60% off on American Tourister, not to be missed buddies #MyntraSaleFinale @myntra https://t.co/KSROin7QXO",2017-08-27 16:28:48,2017-08-27,-1,"negative"
"get amazing deals myntra in shocking price have you checked out","Get Amazing deals myntra in shocking price !! Have you checked out   #MyntraSaleFinale",2017-08-27 16:28:44,2017-08-27,0,"neutral"
"here is a best deals for tweeples check it out huuurrrryy myntra","Here is a best deals for Tweeples Check it out . Huuurrrryy!! myntra #MyntraSaleFinale",2017-08-27 16:28:36,2017-08-27,1,"positive"
"shop for all your favorites from sale by now","Shop for all your favorites from #MyntraSaleFinale  sale by @myntra now",2017-08-27 16:28:21,2017-08-27,0,"neutral"
"great opportunity to buy your favourite sports wear from myntra","Great opportunity to buy your favourite sports wear from Myntra .... #Myntrasalefinale",2017-08-27 16:28:03,2017-08-27,1,"positive"
"the sportswear discount sale ending today it s last day to shop and spare","#MyntraSaleFinale The Sportswear Discount Sale Ending today. It's Last day to shop and spare #MyntraSaleFinale @myntra",2017-08-27 16:28:00,2017-08-27,0,"neutral"
"come and get awesome deal at by myntra amp avail the best deals","Come and get awesome deal at #MyntraSaleFinale by myntra &amp; avail the best deals!",2017-08-27 16:27:58,2017-08-27,2,"positive"
"really interested to see yourself in different styles the great deals are here","Really interested to see yourself in different styles #MyntraSaleFinale the great  deals are here https://t.co/zCp3GTpiml",2017-08-27 16:27:45,2017-08-27,1,"positive"
"is a place where you can convert your dreams of shopping into reality myntra","#MyntraSaleFinale Is a place where you can convert your dreams of shopping into reality myntra",2017-08-27 16:27:19,2017-08-27,0,"neutral"
"myntra a worthy sunday to spend on shopping check it out hurry up","myntra A worthy Sunday to spend on shopping. Check it out. Hurry up!! #MyntraSaleFinale",2017-08-27 16:27:08,2017-08-27,1,"positive"
"my excitement at its peak to grab the best deals from my fav online shopping app today","My excitement at its peak to grab the best deals from my fav online shopping @myntra app today  #MyntraSaleFinale",2017-08-27 16:26:42,2017-08-27,3,"positive"
"wardrobe the most important thing we really think on a daily basis","Wardrobe the most important thing we really think on a daily basis #MyntraSaleFinale https://t.co/zCp3GTpiml",2017-08-27 16:26:36,2017-08-27,1,"positive"
"wow 
so many offers on sports wear on many brands 
shop now amp save money","Wow!
So Many Offers On Sports Wear On Many Brands!
Shop Now &amp; Save Money!
#MyntraSaleFinale  @myntra",2017-08-27 16:26:31,2017-08-27,0,"neutral"
"do not miss the by for products at best prices","Do not miss the #MyntraSaleFinale  by @myntra for products at best prices.",2017-08-27 16:26:07,2017-08-27,0,"neutral"
"dont miss to shop sports wear stuff 
here are the cool deals","Dont Miss To Shop Sports Wear Stuff!
Here Are The Cool deals!
#MyntraSaleFinale  @myntra",2017-08-27 16:26:06,2017-08-27,0,"neutral"
"some really great deals and discounts are going to end soon so hurry and shop now","Some really great deals and discounts are going to end soon ... so hurry and shop now  #MyntraSaleFinale @myntra",2017-08-27 16:26:05,2017-08-27,1,"positive"
"wanna know more about your wadrobes so check this at","#MyntraSaleFinale  wanna know more about your wadrobes so check this at https://t.co/zCp3GTpiml",2017-08-27 16:26:01,2017-08-27,0,"neutral"
"its raining deals on sports wear 
shop now to save money","Its Raining Deals On Sports Wear!
Shop Now To Save Money!
#MyntraSaleFinale  @myntra",2017-08-27 16:25:53,2017-08-27,0,"neutral"
"hurry up guys just last hours left for omg get upto discount on sports wears","Hurry up guys just last 2 hours left for #MyntraSaleFinale OMG get upto 70% discount on sports wears @myntra https://t.co/cXDIuviC6w",2017-08-27 16:25:43,2017-08-27,0,"neutral"
"you could save money by shopping 
its sports wear deals","You Could Save Money By Shopping !
Its Sports Wear Deals 
#MyntraSaleFinale  @myntra",2017-08-27 16:25:40,2017-08-27,0,"neutral"
"discounts on reebok shoes upto and loving it on the with this","@myntra Discounts on Reebok shoes upto 50% and Loving it on the #MyntraSaleFinale with this
https://t.co/9UMP1TiCDi",2017-08-27 16:25:29,2017-08-27,1,"positive"
"mind blowing sale from myntra and last day last few hours left so hurry up friends","Mind blowing sale from Myntra #MyntraSaleFinale and last day last few hours left so hurry up friends https://t.co/As0C9Ur277",2017-08-27 16:25:21,2017-08-27,0,"neutral"
"get huge discounts on sports wears for the first time","@myntra Get huge discounts on sports wears for the first time #MyntraSaleFinale",2017-08-27 16:25:10,2017-08-27,0,"neutral"
"few mins left for the myntra big sports fest start shopping now or regret later","Few mins left for the Myntra Big Sports Fest, start shopping now or regret later! #MyntraSaleFinale https://t.co/z53IQsEgpI",2017-08-27 16:25:04,2017-08-27,-1,"negative"
"shop from the","Shop from the  #MyntraSaleFinale @myntra https://t.co/GXHc0T63fs",2017-08-27 16:24:33,2017-08-27,0,"neutral"
"last hour to go for biggest sale its last day thanks to for high discounts on my favourite brands","Last 2 hour to go for biggest sale #MyntraSaleFinale its last day thanks to @myntra For high discounts on my favourite brands",2017-08-27 16:24:32,2017-08-27,0,"neutral"
"fellas don t miss to join all the sport wears are here","Fellas don't miss to join all the sport wears are here @myntra #MyntraSaleFinale",2017-08-27 16:24:29,2017-08-27,-1,"negative"
"will be ending soon tonight sportswear now on various discounts","#MyntraSaleFinale will be ending soon tonight! sportswear now on various discounts,  @myntra",2017-08-27 16:24:29,2017-08-27,0,"neutral"
"exciting it s the last day for grab your favourite deals","Exciting,  it's the last day for #MyntraSaleFinale! Grab your favourite deals! @myntra",2017-08-27 16:24:29,2017-08-27,1,"positive"
"myntra big sports sale get amazing deals and offers shop now","Myntra Big Sports Sale! Get amazing deals and offers, shop now! #MyntraSaleFinale https://t.co/wsEsXPYwF4",2017-08-27 16:24:28,2017-08-27,1,"positive"
"i think this is the booster for every gym lover now they can shop at half price","I think this #MyntraSaleFinale is the booster for every gym lover, now they can shop at half price @myntra",2017-08-27 16:24:19,2017-08-27,1,"positive"
"best sale is going to be over now hurry up guys and buy your favourite sports wear only from myntra","Best sale is going to be over now .. hurry up guys and buy your favourite sports wear only from Myntra ... #Myntrasalefinale",2017-08-27 16:24:16,2017-08-27,1,"positive"
"get upto off on your favorite sportswear brands will help you shop and save","Get upto 60% off on your favorite sportswear brands!   #MyntraSaleFinale will help you shop and save!
@myntra",2017-08-27 16:24:11,2017-08-27,1,"positive"
"wth why do you give such lucrative offers despite buying from the sports fest when you can t fullfil them hat","Wth! 😑 Why do you give such lucrative offers despite buying from the 'sports fest' when you can't fullfil them? Hat… https://t.co/ut6i9UFsje",2017-08-27 16:23:46,2017-08-27,1,"positive"
"folks shop from the myntra sale awesome discounts amp offers on last day","Folks shop from the myntra sale. Awesome discounts &amp; offers on last day #MyntraSaleFinale https://t.co/DuRXI4M8f1",2017-08-27 16:23:16,2017-08-27,1,"positive"
"you just can t afford to miss such amazing sale","You just can't afford to miss such amazing sale  @myntra #MyntraSaleFinale",2017-08-27 16:23:01,2017-08-27,1,"positive"
"don t miss the final day of the","Don't miss the final day of the  #MyntraSaleFinale @myntra https://t.co/GXHc0T63fs",2017-08-27 16:22:58,2017-08-27,-1,"negative"
"this is not just a sale it s a sale where you can get half price on sportswear and equipments too","This is not just a sale it's #MyntraSaleFinale a sale where you can get half price on sportswear and equipments too. @myntra",2017-08-27 16:22:56,2017-08-27,0,"neutral"
"i m enjoying the and still picking up the sports goods","I'm enjoying the #MyntraSaleFinale and still picking up the sports' goods @myntra https://t.co/1vefdkLfDB",2017-08-27 16:22:46,2017-08-27,1,"positive"
"myntra is really this time for only sport lovers come guys","Myntra is really this time for only sport lovers come guys @myntra #MyntraSaleFinale",2017-08-27 16:22:45,2017-08-27,0,"neutral"
"be game with ur register for shopping and be the ur incline of deal to befall previous day","Be game with ur register for shopping and be the ur incline of deal to befall previous day #MyntraSaleFinale @myntra https://t.co/y0o5DYSWIX",2017-08-27 16:22:41,2017-08-27,0,"neutral"
"grand finale of the huge sale don t miss to join guys","Grand finale of the huge sale don't miss to join guys @myntra #MyntraSaleFinale",2017-08-27 16:22:27,2017-08-27,0,"neutral"
"the sale is going to be over now today is the last day so shop now from myntra","The sale is going to be over now... today is the last day so shop now from Myntra ... #Myntrasalefinale",2017-08-27 16:22:20,2017-08-27,0,"neutral"
"get awesome deals on big brands shop from now","Get Awesome deals on big brands! Shop from @myntra now!",2017-08-27 16:22:15,2017-08-27,1,"positive"
"just few more hours to
go for the sportswear sale to end count the last few hours","Just few more hours to
Go for the @myntra sportswear sale to end count the last few hours
#MyntraSaleFinale",2017-08-27 16:22:13,2017-08-27,0,"neutral"
"has discounts ranging from to 
still time to explore the app","#MyntraSaleFinale has discounts ranging from 40 to 70%
Still time to explore the @myntra app https://t.co/6htxrNyqRb",2017-08-27 16:22:11,2017-08-27,0,"neutral"
"totally loved the big sale it s totally huge it s big","Totally loved the big sale it's totally huge it's big @myntra #MyntraSaleFinale",2017-08-27 16:22:02,2017-08-27,1,"positive"
"get fashionable clothes for men women kids at one only store i e s all in one store","#MyntraSaleFinale Get fashionable clothes for Men, Women, Kids at one only store i.e's @myntra All in one store https://t.co/P1dDBBt6L0",2017-08-27 16:21:55,2017-08-27,1,"positive"
"big discounts on the verius products loving the great sale","Big discounts on the verius products loving the great sale @myntra #MyntraSaleFinale",2017-08-27 16:21:42,2017-08-27,2,"positive"
"hurry last few moments left for the myntra big sports sale get amazing deals and offers shop now","Hurry, last few moments left for the Myntra Big Sports Sale! Get amazing deals and offers, shop now!… https://t.co/vGRNk9ZdQS",2017-08-27 16:21:33,2017-08-27,1,"positive"
"myntra offers off on every product","Myntra offers 70%off on every product.  #MyntraSaleFinale",2017-08-27 16:21:31,2017-08-27,0,"neutral"
"myntra big sports fest sale ends tonight make sure you shop to avail biggest discounts of the season","Myntra Big Sports Fest Sale ends tonight! Make sure you shop to avail biggest discounts of the season! #myntrasalefinale",2017-08-27 16:21:30,2017-08-27,0,"neutral"
"off on the largest sports catalog th to th aug on big sports fest only on","#MyntraSaleFinale 40-70 % off on the largest sports catalog 26th to 27th Aug on #myntrasalefinale BIG Sports Fest only on @myntra",2017-08-27 16:21:21,2017-08-27,0,"neutral"
"jaw dropping deals up for grab in the myntra big sports sale on","#MyntraSaleFinale jaw dropping deals up for Grab in the Myntra Big Sports sale on @myntra https://t.co/3fgtJEYcA7",2017-08-27 16:21:20,2017-08-27,0,"neutral"
"be ready for the super sale and now join this big sale looking forward","Be ready for the super sale and now join this big sale looking forward @myntra #MyntraSaleFinale",2017-08-27 16:21:12,2017-08-27,2,"positive"
"head to","Head to https://t.co/zP1sq6axWn and shop your favourite sportswear at cheap price here at #MyntraSaleFinale @myntra",2017-08-27 16:21:03,2017-08-27,-1,"negative"
"grab upto off the brands like like nike adidas puma amp reebok only on","#MyntraSaleFinale grab upto 70% off the brands like like Nike,Adidas,Puma &amp; Reebok only on @myntra",2017-08-27 16:20:46,2017-08-27,2,"positive"
"is culminating in some time from now go garb your sports products","#MyntraSaleFinale is culminating in some time from now! Go garb your sports' products! @myntra https://t.co/PJ5QWkTbnH",2017-08-27 16:20:37,2017-08-27,0,"neutral"
"great and superb deals on sportswear and sports equipment s only on myntra hurry it s ending today","Great and Superb deals on Sportswear and sports equipment's only on myntra.Hurry it's ending today.
#MyntraSaleFinale",2017-08-27 16:20:21,2017-08-27,2,"positive"
"nobody miss to grab this wonderful chance from","Nobody miss to grab this wonderful chance from #MyntraSaleFinale @myntra https://t.co/R7BS21q4sQ",2017-08-27 16:20:19,2017-08-27,0,"neutral"
"few hours left for myntra big sports fest start shopping now","Few hours left for Myntra Big Sports Fest, start shopping now  #MyntraSaleFinale https://t.co/xDTZ1vZtbM",2017-08-27 16:20:15,2017-08-27,0,"neutral"
"buy some new clothes from with unbelievable offers on the with this","Buy some New clothes from @myntra with unbelievable offers on the #MyntraSaleFinale with this https://t.co/nTMSFEReIk",2017-08-27 16:20:08,2017-08-27,-1,"negative"
"if you did not shop at the myntra big sports fest you ll be kicking yourself later","If you did not shop at the Myntra Big Sports Fest, you'll be kicking yourself later! #MyntraSaleFinale https://t.co/tfztmTPlRb",2017-08-27 16:20:05,2017-08-27,0,"neutral"
"what an amazing sale by myntra so not waste your time and shop your sports wears now","What an amazing sale by Myntra #MyntraSaleFinale so not waste your time and shop your sports wears now @myntra https://t.co/000OMPDYuu",2017-08-27 16:20:02,2017-08-27,0,"neutral"
"grab this amazing deals on your favourite sportswear on shop now and save your money","Grab this amazing deals on your favourite Sportswear on @myntra . Shop now and save your money. #MyntraSaleFinale",2017-08-27 16:19:59,2017-08-27,1,"positive"
"the mighty reebok is at off","#MyntraSaleFinale the mighty Reebok is at 50% off! @myntra https://t.co/Y7G6nN9HfM",2017-08-27 16:19:56,2017-08-27,1,"positive"
"don t miss the n regret it","Don't miss the #MyntraSaleFinale n regret it @myntra https://t.co/VoUi4Yi0Hk",2017-08-27 16:19:50,2017-08-27,-2,"negative"
"and you can t miss the array of products","#MyntraSaleFinale and you can't miss the array of products! @myntra https://t.co/XpOQSKJWzV",2017-08-27 16:19:42,2017-08-27,-1,"negative"
"collect your latest products only on myntra gives you off on every product","Collect your latest products only on @myntra . Myntra gives you 70%off on every product.  #MyntraSaleFinale",2017-08-27 16:19:39,2017-08-27,0,"neutral"
"will gonna be finishing soon this evening sportswear here on big discount hurry up","#MyntraSaleFinale will gonna be finishing soon this evening! Sportswear here on big discount, Hurry up. @myntra",2017-08-27 16:19:39,2017-08-27,0,"neutral"
"cant wait to watch this all for us to grab more","#MyntraSaleFinale #MyntraSaleFinale  @myntra cant wait to watch this all for us to grab more",2017-08-27 16:19:37,2017-08-27,-1,"negative"
"get the big deals under your low budget","Get the big deals under your low budget #MyntraSaleFinale @myntra",2017-08-27 16:19:31,2017-08-27,0,"neutral"
"get your hands on the best products as its head to 
now","Get your hands on the best products as its #MyntraSaleFinale head to @myntra
now https://t.co/lgcBfx833c",2017-08-27 16:19:23,2017-08-27,1,"positive"
"enjoy amazing new clothes from with unbelievable offers on the with this","Enjoy amazing new clothes from @myntra with unbelievable offers on the #MyntraSaleFinale with this. https://t.co/TS0DRtSVFe",2017-08-27 16:19:15,2017-08-27,1,"positive"
"can t get bigger or better do grab these fantastic deals on now","#MyntraSaleFinale Can't get bigger or better do Grab these fantastic deals on @myntra now https://t.co/PYPZ23vO9Q",2017-08-27 16:19:15,2017-08-27,2,"positive"
"i had a great time shopping at the myntra big sports fest shop now to get amazing discounts","I had a great time shopping at the Myntra Big Sports Fest, shop now to get amazing discounts! #MyntraSaleFinale",2017-08-27 16:19:09,2017-08-27,2,"positive"
"guys it s the last chance to buy the amazing collection of sportswear from myntra","Guys it's the last chance to buy the amazing collection of Sportswear from myntra.
#MyntraSaleFinale",2017-08-27 16:18:59,2017-08-27,1,"positive"
"guys don t miss to join all the sport wears are here","Guys don't miss to join all the sport wears are here @myntra #MyntraSaleFinale",2017-08-27 16:18:55,2017-08-27,-1,"negative"
"frds here is the last day of","Frds here is the last day of #MyntraSaleFinale  @myntra https://t.co/fJcK6VQxvr",2017-08-27 16:18:48,2017-08-27,0,"neutral"
"we are all excited to watch this all sale","#MyntraSaleFinale #MyntraSaleFinale  @myntra we are all excited to watch this all sale",2017-08-27 16:18:45,2017-08-27,1,"positive"
"only few hours and the sale gonna end","Only few hours and the sale gonna end #MyntraSaleFinale @myntra https://t.co/GnZyHNa8Xy",2017-08-27 16:18:36,2017-08-27,0,"neutral"
"don t miss the","Don't miss the #MyntraSaleFinale . @myntra https://t.co/b6bDkyxwPK",2017-08-27 16:18:36,2017-08-27,-1,"negative"
